TURL,Nombre,Categoria,Dirección,Teléfono,Latitud,Longitud,Imagen
"https://www.google.com/maps/place/Desarrollos+Sostenibles+SRL+(Reciclar+Plastico)/data=!4m2!3m1!1s0x943297c8dcc6aad7:0xbf4a11853f6e6f7","Desarrollos Sostenibles SRL (Reciclar Plastico)","Centro de reciclaje","2716, C. las Quintas, Córdoba","0351 496-2661","","","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Centro+Verde+Este+-+COYS/data=!4m2!3m1!1s0x9432bdb789ab5f07:0x2691a7b5c38227f3","Centro Verde Este - COYS","Centro comunitario","X5006 Córdoba","","","","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Centro+Verde+SUR/data=!4m2!3m1!1s0x9432a3a905aa48e5:0x6a2cb5c132c51a83","Centro Verde SUR","Centro de reciclaje","Av. Concejal Felipe Belardinelli 4776, X5016 Córdoba","0351 494-8960","","","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Centro+Verde+Norte/data=!4m2!3m1!1s0x943299663e9c4635:0xaa6b0797847c3749","Centro Verde Norte","Centro de reciclaje","Blvd. de los Alemanes 3387, X5147 Córdoba","","","","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Ecofem/data=!4m2!3m1!1s0x943299f7a548a5d7:0x209adba409ee55de","Ecofem","Centro de reciclaje","Av. Leandro N. Alem, X5012 Córdoba","","-31.3875466","-64.1610937","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Cooperativa+La+VICTORIA/data=!4m2!3m1!1s0x94329fe4d678a19b:0x5d38f41adc55356b","Cooperativa La VICTORIA","Centro de reciclaje","Unnamed Road, Córdoba","0351 313-0229","","","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/CENTRO+VERDE+TELAS+-+COYS/data=!4m2!3m1!1s0x9432a3001ab592bf:0x9f9de7062f738224","CENTRO VERDE TELAS - COYS","Almacén","X5017 Córdoba","","-31.4674678","-64.2243691","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Tienda+Los+Angeles/data=!4m2!3m1!1s0x9432a282957259a9:0x76815d6faf63c449","Tienda Los Angeles","Tienda de telas","Rivera Indarte 160, X5000 Córdoba","0351 422-2889","-31.4138792","-64.1845687","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Retanil/data=!4m2!3m1!1s0x943298b958eda08f:0x2bc8f123981a54d4","Retanil","Tienda de telas","Caseros 3292, X5002AEH Córdoba","0351 480-8984","-31.4051969","-64.2255454","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Indultex/data=!4m2!3m1!1s0x9432a26d504d586b:0x542457ea37dde85","Indultex","Tienda de telas","Av. Fuerza Aérea Argentina 2195, X5010 Córdoba","0351 466-1093","","","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Textil+Trejo/data=!4m2!3m1!1s0x9432a2836ae9ae31:0xd3a104c906d4b246","Textil Trejo","Tienda de telas","Obispo Trejo 41, X5000 IYA, Córdoba","0351 15-594-2301","-31.416018","-64.185399","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Brufman+Textil/data=!4m2!3m1!1s0x94329885c875033f:0x9ee38e2e6572152e","Brufman Textil","Mayorista textil","Alberdi, Av. Colón 3048, X5000EQO Córdoba","0351 521-6329","","","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Grandes+Tiendas+Florencia/data=!4m2!3m1!1s0x9432a29b2f9268cf:0x80b70f60f6366047","Grandes Tiendas Florencia","Tienda de telas","Ituzaingo 230 Ambrosio Olmos 36, San Martín 472, X5000 Córdoba","0351 307-4321","-31.4108426","-64.181782","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Tapicordoba/data=!4m2!3m1!1s0x94329a3a9655ff4b:0x631dfe1bd7002c6a","Tapicordoba","Tienda de telas","Rivadavia 360, X5000 Córdoba","0351 15-359-0473","","","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Que+Chuchi/data=!4m2!3m1!1s0x9432994ea8d7f99b:0xca08c16451dc111d","Que Chuchi","Modista","Duarte Quirós 2441, X5000 Córdoba","0351 851-2938","","","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Mundo+Los+Angeles+%2F+Tienda+de+Blanqueria+y+Telas/data=!4m2!3m1!1s0x9432a29d506b49d5:0x25e64fc02a42a878","Mundo Los Angeles / Tienda de Blanqueria y Telas","Tienda de artículos para el hogar","San Martín 299, X5022 Córdoba","0351 422-6068","-31.412694","-64.182729","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Textiles+del+Suqu%C3%ADa+%7C+Never+S.R.L./data=!4m2!3m1!1s0x943298740c5becb1:0xc46b78ba7fc9e7c","Textiles del Suquía | Never S.R.L.","Tienda de telas","Pasaje Agustín Pérez 2 X5000GJA CP:, X5000FOB Córdoba","0351 15-731-4443","-31.4058155","-64.1767579","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Ch+Tiendas+Chamme/data=!4m2!3m1!1s0x9432a29b5c92abc5:0x876f5c1e6e458e1a","Ch Tiendas Chamme","Tienda de telas","Ituzaingó 63, X5000 IJA, Córdoba","0351 423-4932","-31.4175382","-64.1815718","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Sederia+La+Victoria/data=!4m2!3m1!1s0x9432a2831d756925:0x9c24110279821cdf","Sederia La Victoria","Tienda de telas","Rivera Indarte 15, X5000JAA Córdoba","0351 217-7952","-31.415794","-64.1856872","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Colores+y+Texturas/data=!4m2!3m1!1s0x9432a212b17e6bd1:0x53dec7950357b9ba","Colores y Texturas","Tienda de telas","Av. Fuerza Aérea Argentina 2417, X5010 Córdoba","0351 719-0312","-31.4310425","-64.2200451","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Ames+Textil/data=!4m2!3m1!1s0x9432997627f695e7:0x53373ba52a79f0de","Ames Textil","Tienda de telas","Av. Juan B Justo 2397 BºALTA, X5001GXB Córdoba","0351 471-0624","-31.3975637","-64.1759638","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/MODA+TEXTIL/data=!4m2!3m1!1s0x943299612a8237ed:0x21ad4eb689390082","MODA TEXTIL","Tienda de telas","Rosario de Sta. Fe 157, X5000ACC Córdoba","0351 624-8020","-31.4164433","-64.1819526","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Carjox+Ropa+Deportiva/data=!4m2!3m1!1s0x943298993ea9d82f:0xbde298ceca1b51ee","Carjox Ropa Deportiva","Tienda de deportes","Duarte Quirós 1717, X5003 Córdoba","0351 815-6162","-31.41207","-64.2084962","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Mar%C3%ADa+Pal/data=!4m2!3m1!1s0x9432999c0b3d261f:0x77a283090a514834","María Pal","Tienda de ropa","X5000KPC Córdoba AR, Justo José de Urquiza 163, X5000 KPC","0351 441-4024","-31.4109128","-64.1941686","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Entre+Telas+Las+Flores/data=!4m2!3m1!1s0x9432a3b62f778725:0x79d3c969041f655d","Entre Telas Las Flores","Tienda de telas","Av. Vélez Sarsfield 3458, X5000 Córdoba","0351 15-358-9622","-31.4498703","-64.2002089","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Galia/data=!4m2!3m1!1s0x9432a2831bd7e37b:0x20d84291bb713c0b","Galia","Tienda de telas","Deán Funes 85 5000, X5000AAB Córdoba","0351 421-5989","-31.4157492","-64.1851434","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Grandes+tiendas+Florencia/data=!4m2!3m1!1s0x9432a29d3ab80037:0x6fc6ddd9d5505e51","Grandes tiendas Florencia","Tienda de telas","Av. Emilio Olmos 36, X5022 Córdoba","0351 661-2435","-31.4140443","-64.1825996","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Texcor+Telas/data=!4m2!3m1!1s0x9432a31299961c6b:0xfc9ba08ec3e94666","Texcor Telas","Tienda de telas","Corrientes 424, X5000 Córdoba","0351 371-4856","-31.421229","-64.1798132","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Que+tul+telas/data=!4m2!3m1!1s0x943299965477fb31:0x4600f587064f90c5","Que tul telas","Tienda de telas","Av. Monseñor Pablo Cabrera 3960, X5008HIR Córdoba","0351 390-7278","-31.3701471","-64.205447","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Barroco+Deco/data=!4m2!3m1!1s0x94329883ce74c3db:0x7c6bf33578a565ae","Barroco Deco","Tienda de cortinas","Caseros 1244, X5000 Córdoba","0351 325-8602","-31.4134278","-64.2019003","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Imperio+Textil+Mayorista/data=!4m2!3m1!1s0x9432a29b41950519:0x7edc10e2836074c3","Imperio Textil Mayorista","Comercio","Ituzaingó 129, X5000IJC Córdoba","0351 424-5329","-31.418373","-64.1817619","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Todo+Poliester/data=!4m2!3m1!1s0x94329a3a95c5b42d:0x3a723941067fb0d9","Todo Poliester","Tienda de telas","Rivadavia 322, X5000IPH Córdoba","0351 627-1738","-31.4127739","-64.1810692","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/La+General+SA/data=!4m2!3m1!1s0x9432a290921e482d:0x9d555a4b3bea510e","La General SA","Mayorista textil","Boulevard Dr. Arturo H. Illia 431, Centro, X5000ASE Córdoba","0351 521-6335","","","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/T%C3%ADa+Mar%C3%ADa+Retaceria/data=!4m2!3m1!1s0x943298fc79e93ea5:0xf1bd8cf60f2ba826","Tía María Retaceria","Tienda de telas","Los Granaderos 2218, Zumarán, Bv. Los Granaderos 2208, X5008ETX Córdoba","0351 15-264-3478","-31.378876","-64.2033057","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Tapicenter/data=!4m2!3m1!1s0x9432a29d7ade3395:0xe259ee0ca79d26ae","Tapicenter","Centro comercial","Rivadavia 369, X5021KEG Córdoba","0351 428-1402","-31.4122391","-64.1809907","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Telas/data=!4m2!3m1!1s0x9432a2b4d071a19b:0xb0e7665910e96163","Telas","Tienda de telas","San Jerónimo 2753, X5006IKC Córdoba","0351 15-593-7538","-31.422758","-64.1485162","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Todo+Tela/data=!4m2!3m1!1s0x9432a29b2bd5c267:0x64d49bf8ed83e70c","Todo Tela","Tienda de telas","X5000 Córdoba","0383 420-2924","-31.4199489","-64.1829524","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Cortiner%C3%ADa+La+Union+Textil/data=!4m2!3m1!1s0x9432987818a7894b:0xa6ecc918342b1d2d","Cortinería La Union Textil","Tienda de cortinas","La Rioja 15, X5022 Córdoba","0351 423-7868","-31.4114542","-64.1822771","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
"https://www.google.com/maps/place/Telas+Shop/data=!4m2!3m1!1s0x9432a29b69b6146b:0xa6b47a1b5cd3e23c","Telas Shop","Tienda de telas","Ituzaingó 107, X5000AGF Córdoba","0351 245-8598","-31.418066","-64.1817399","https://maps.google.com/maps/api/staticmap?center=-32.2115978%2C-64.5928352&zoom=8&size=900x900&language=en&sensor=false&key=AIzaSyBoYjeRtfVI0Jd8Q_9mnflo9i4sOYpShB0&signature=KLsudCDUStTVCrWXxRAsHYGMsXQ"
